HPNR,Leistungstyp,Heilmittelbereich,Leistungserbringer,Grundlage,Leistungsart,Leistung,gültig ab,gültig bis,Eigentümer
60811,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, spezial, GB",Behandlung von sensomotorischen Wahrnehmungsstörungen (Kinder),1900-01-01,9999-12-31,
80811,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, spezial, GB",Behandlung von sensomotorischen Wahrnehmungsstörungen (Kinder),1900-01-01,9999-12-31,
10901,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik im Bewegungsbad, EB",KG im Bewegungsbad,1900-01-01,9999-12-31,
20901,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik im Bewegungsbad, EB",KG im Bewegungsbad,1900-01-01,9999-12-31,
60901,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik im Bewegungsbad, EB",KG im Bewegungsbad,1900-01-01,9999-12-31,
80901,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik im Bewegungsbad, EB",KG im Bewegungsbad,1900-01-01,9999-12-31,
10902,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, EB",Krankengymnastik im Bewegungsbad: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
20902,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, EB",Krankengymnastik im Bewegungsbad: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
60902,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, EB",Krankengymnastik im Bewegungsbad: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
80902,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, EB",Krankengymnastik im Bewegungsbad: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11001,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad 2-5 Personen,1900-01-01,9999-12-31,
21001,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad 2-5 Personen,1900-01-01,9999-12-31,
61001,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad 2-5 Personen,1900-01-01,9999-12-31,
81001,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad 2-5 Personen,1900-01-01,9999-12-31,
11002,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad 2-6 Personen,1900-01-01,9999-12-31,
21002,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad 2-6 Personen,1900-01-01,9999-12-31,
61002,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad 2-6 Personen,1900-01-01,9999-12-31,
81002,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad 2-6 Personen,1900-01-01,9999-12-31,
11003,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad bis 3 Personen,1900-01-01,9999-12-31,
21003,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad bis 3 Personen,1900-01-01,9999-12-31,
61003,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad bis 3 Personen,1900-01-01,9999-12-31,
81003,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik im Bewegungsbad, GB",KG im Bewegungsbad bis 3 Personen,1900-01-01,9999-12-31,
11004,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, GB",Krankengymnastik im Bewegungsbad: Gruppenbehandlung mit 2 - 3 Patienten,1900-01-01,9999-12-31,GKV-SV
21004,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, GB",Krankengymnastik im Bewegungsbad: Gruppenbehandlung mit 2 - 3 Patienten,1900-01-01,9999-12-31,GKV-SV
61004,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, GB",Krankengymnastik im Bewegungsbad: Gruppenbehandlung mit 2 - 3 Patienten,1900-01-01,9999-12-31,GKV-SV
81004,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, GB",Krankengymnastik im Bewegungsbad: Gruppenbehandlung mit 2 - 3 Patienten,1900-01-01,9999-12-31,GKV-SV
11005,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, GB",Krankengymnastik im Bewegungsbad: Gruppenbehandlung mit 4 - 5 Patienten,1900-01-01,9999-12-31,GKV-SV
21005,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, GB",Krankengymnastik im Bewegungsbad: Gruppenbehandlung mit 4 - 5 Patienten,1900-01-01,9999-12-31,GKV-SV
61005,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, GB",Krankengymnastik im Bewegungsbad: Gruppenbehandlung mit 4 - 5 Patienten,1900-01-01,9999-12-31,GKV-SV
81005,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik im Bewegungsbad, GB",Krankengymnastik im Bewegungsbad: Gruppenbehandlung mit 4 - 5 Patienten,1900-01-01,9999-12-31,GKV-SV
11101,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Traktionsbehandlung / Extensionsbehandlung,Einfaches Gerät (Glissonschl.),1900-01-01,9999-12-31,
21101,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Traktionsbehandlung / Extensionsbehandlung,Einfaches Gerät (Glissonschl.),1900-01-01,9999-12-31,
61101,Heilmittel,Physiotherapie,Krankenhaus,,Traktionsbehandlung / Extensionsbehandlung,Einfaches Gerät (Glissonschl.),1900-01-01,9999-12-31,
81101,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Traktionsbehandlung / Extensionsbehandlung,Einfaches Gerät (Glissonschl.),1900-01-01,9999-12-31,
11102,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Traktionsbehandlung / Extensionsbehandlung,Großes Gerät (Schrägbrett),1900-01-01,9999-12-31,
21102,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Traktionsbehandlung / Extensionsbehandlung,Großes Gerät (Schrägbrett),1900-01-01,9999-12-31,
61102,Heilmittel,Physiotherapie,Krankenhaus,,Traktionsbehandlung / Extensionsbehandlung,Großes Gerät (Schrägbrett),1900-01-01,9999-12-31,
81102,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Traktionsbehandlung / Extensionsbehandlung,Großes Gerät (Schrägbrett),1900-01-01,9999-12-31,
11103,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Traktionsbehandlung / Extensionsbehandlung,Extensionsbehandlung im Schlingentisch,1900-01-01,9999-12-31,
21103,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Traktionsbehandlung / Extensionsbehandlung,Extensionsbehandlung im Schlingentisch,1900-01-01,9999-12-31,
61103,Heilmittel,Physiotherapie,Krankenhaus,,Traktionsbehandlung / Extensionsbehandlung,Extensionsbehandlung im Schlingentisch,1900-01-01,9999-12-31,
81103,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Traktionsbehandlung / Extensionsbehandlung,Extensionsbehandlung im Schlingentisch,1900-01-01,9999-12-31,
11104,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Traktionsbehandlung / Extensionsbehandlung,Traktionsbehandlung mit Gerät,1900-01-01,9999-12-31,GKV-SV
21104,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Traktionsbehandlung / Extensionsbehandlung,Traktionsbehandlung mit Gerät,1900-01-01,9999-12-31,GKV-SV
61104,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Traktionsbehandlung / Extensionsbehandlung,Traktionsbehandlung mit Gerät,1900-01-01,9999-12-31,GKV-SV
81104,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Traktionsbehandlung / Extensionsbehandlung,Traktionsbehandlung mit Gerät,1900-01-01,9999-12-31,GKV-SV
11201,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Manuelle Therapie,Manuelle Therapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21201,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Manuelle Therapie,Manuelle Therapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61201,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Manuelle Therapie,Manuelle Therapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81201,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Manuelle Therapie,Manuelle Therapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11202,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Manuelle Therapie,Manuelle Therapie für Extremitäten,1900-01-01,9999-12-31,
21202,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Manuelle Therapie,Manuelle Therapie für Extremitäten,1900-01-01,9999-12-31,
61202,Heilmittel,Physiotherapie,Krankenhaus,,Manuelle Therapie,Manuelle Therapie für Extremitäten,1900-01-01,9999-12-31,
81202,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Manuelle Therapie,Manuelle Therapie für Extremitäten,1900-01-01,9999-12-31,
11203,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Manuelle Therapie,Manuelle Therapie für Wirbelsäule,1900-01-01,9999-12-31,
21203,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Manuelle Therapie,Manuelle Therapie für Wirbelsäule,1900-01-01,9999-12-31,
61203,Heilmittel,Physiotherapie,Krankenhaus,,Manuelle Therapie,Manuelle Therapie für Wirbelsäule,1900-01-01,9999-12-31,
81203,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Manuelle Therapie,Manuelle Therapie für Wirbelsäule,1900-01-01,9999-12-31,
11204,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Manuelle Therapie,Cyriax,1900-01-01,9999-12-31,
21204,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Manuelle Therapie,Cyriax,1900-01-01,9999-12-31,
61204,Heilmittel,Physiotherapie,Krankenhaus,,Manuelle Therapie,Cyriax,1900-01-01,9999-12-31,
81204,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Manuelle Therapie,Cyriax,1900-01-01,9999-12-31,
11221,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Manuelle Therapie,Manuelle Therapie: Einzelbehandlung als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
21221,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Manuelle Therapie,Manuelle Therapie: Einzelbehandlung als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
61221,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Manuelle Therapie,Manuelle Therapie: Einzelbehandlung als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
81221,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Manuelle Therapie,Manuelle Therapie: Einzelbehandlung als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
11301,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Befunderhebung,1900-01-01,9999-12-31,
21301,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Befunderhebung,1900-01-01,9999-12-31,
61301,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Befunderhebung,1900-01-01,9999-12-31,
81301,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Befunderhebung,1900-01-01,9999-12-31,
11302,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Elektrotherapie,Elektrotherapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21302,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Elektrotherapie,Elektrotherapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61302,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Elektrotherapie,Elektrotherapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81302,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Elektrotherapie,Elektrotherapie: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11303,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Elektrotherapie,Elektrostimulation bei Paresen: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21303,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Elektrotherapie,Elektrostimulation bei Paresen: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61303,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Elektrotherapie,Elektrostimulation bei Paresen: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81303,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Elektrotherapie,Elektrostimulation bei Paresen: Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11304,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Reizstrombehandlung,1900-01-01,9999-12-31,
21304,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Reizstrombehandlung,1900-01-01,9999-12-31,
61304,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Reizstrombehandlung,1900-01-01,9999-12-31,
81304,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Reizstrombehandlung,1900-01-01,9999-12-31,
11305,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Ultraschall,1900-01-01,9999-12-31,
21305,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Ultraschall,1900-01-01,9999-12-31,
61305,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Ultraschall,1900-01-01,9999-12-31,
81305,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Ultraschall,1900-01-01,9999-12-31,
11306,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Ultraschall-ReizstromKombinationsbehandlung,1900-01-01,9999-12-31,
21306,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Ultraschall-ReizstromKombinationsbehandlung,1900-01-01,9999-12-31,
61306,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Ultraschall-ReizstromKombinationsbehandlung,1900-01-01,9999-12-31,
81306,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Ultraschall-ReizstromKombinationsbehandlung,1900-01-01,9999-12-31,
11307,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Kurzwelle-Diatherm - einstellig,1900-01-01,9999-12-31,
21307,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Kurzwelle-Diatherm - einstellig,1900-01-01,9999-12-31,
61307,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Kurzwelle-Diatherm - einstellig,1900-01-01,9999-12-31,
81307,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Kurzwelle-Diatherm - einstellig,1900-01-01,9999-12-31,
11308,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Kurzwelle-Diatherm - mehrstellig,1900-01-01,9999-12-31,
21308,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Kurzwelle-Diatherm - mehrstellig,1900-01-01,9999-12-31,
61308,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Kurzwelle-Diatherm - mehrstellig,1900-01-01,9999-12-31,
81308,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Kurzwelle-Diatherm - mehrstellig,1900-01-01,9999-12-31,
11309,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Elektrogymnastik,1900-01-01,9999-12-31,
21309,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Elektrogymnastik,1900-01-01,9999-12-31,
61309,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Elektrogymnastik,1900-01-01,9999-12-31,
81309,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Elektrogymnastik,1900-01-01,9999-12-31,
11310,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Elektrotherapie,Hydroelektrisches Teilbad (Zwei-/Vierzellenbad): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21310,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Elektrotherapie,Hydroelektrisches Teilbad (Zwei-/Vierzellenbad): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61310,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Elektrotherapie,Hydroelektrisches Teilbad (Zwei-/Vierzellenbad): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81310,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Elektrotherapie,Hydroelektrisches Teilbad (Zwei-/Vierzellenbad): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11311,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Vierzellenbad mit Ruhe,1900-01-01,9999-12-31,
21311,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Vierzellenbad mit Ruhe,1900-01-01,9999-12-31,
61311,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Vierzellenbad mit Ruhe,1900-01-01,9999-12-31,
81311,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Vierzellenbad mit Ruhe,1900-01-01,9999-12-31,
11312,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Elektrotherapie,Hydroelektrisches Vollbad (z.B. Stangerbad): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21312,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Elektrotherapie,Hydroelektrisches Vollbad (z.B. Stangerbad): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61312,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Elektrotherapie,Hydroelektrisches Vollbad (z.B. Stangerbad): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81312,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Elektrotherapie,Hydroelektrisches Vollbad (z.B. Stangerbad): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
11313,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Iontophorese,1900-01-01,9999-12-31,
21313,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Iontophorese,1900-01-01,9999-12-31,
61313,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Iontophorese,1900-01-01,9999-12-31,
81313,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Iontophorese,1900-01-01,9999-12-31,
11314,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Hydroelektrisches Vollbad in Verbindung mit Unterwasserdruckstrahlmassage,1900-01-01,9999-12-31,
21314,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Hydroelektrisches Vollbad in Verbindung mit Unterwasserdruckstrahlmassage,1900-01-01,9999-12-31,
61314,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Hydroelektrisches Vollbad in Verbindung mit Unterwasserdruckstrahlmassage,1900-01-01,9999-12-31,
81314,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Hydroelektrisches Vollbad in Verbindung mit Unterwasserdruckstrahlmassage,1900-01-01,9999-12-31,
11315,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Elektrotherapie,Hydroelektrisches Vollbad mit Ruhe,1900-01-01,9999-12-31,
21315,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Elektrotherapie,Hydroelektrisches Vollbad mit Ruhe,1900-01-01,9999-12-31,
61315,Heilmittel,Physiotherapie,Krankenhaus,,Elektrotherapie,Hydroelektrisches Vollbad mit Ruhe,1900-01-01,9999-12-31,
81315,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Elektrotherapie,Hydroelektrisches Vollbad mit Ruhe,1900-01-01,9999-12-31,
11401,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Lichttherapie,Höhensonne,1900-01-01,9999-12-31,
21401,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Lichttherapie,Höhensonne,1900-01-01,9999-12-31,
61401,Heilmittel,Physiotherapie,Krankenhaus,,Lichttherapie,Höhensonne,1900-01-01,9999-12-31,
81401,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Lichttherapie,Höhensonne,1900-01-01,9999-12-31,
11402,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Lichttherapie,"Farblicht (z. B. Sollux, Vitalus, Hexamikron)",1900-01-01,9999-12-31,
21402,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Lichttherapie,"Farblicht (z. B. Sollux, Vitalus, Hexamikron)",1900-01-01,9999-12-31,
61402,Heilmittel,Physiotherapie,Krankenhaus,,Lichttherapie,"Farblicht (z. B. Sollux, Vitalus, Hexamikron)",1900-01-01,9999-12-31,
81402,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Lichttherapie,"Farblicht (z. B. Sollux, Vitalus, Hexamikron)",1900-01-01,9999-12-31,
11403,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Lichttherapie,Quarzlampendruckbestrahlung eines Feldes,1900-01-01,9999-12-31,
21403,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Lichttherapie,Quarzlampendruckbestrahlung eines Feldes,1900-01-01,9999-12-31,
61403,Heilmittel,Physiotherapie,Krankenhaus,,Lichttherapie,Quarzlampendruckbestrahlung eines Feldes,1900-01-01,9999-12-31,
81403,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Lichttherapie,Quarzlampendruckbestrahlung eines Feldes,1900-01-01,9999-12-31,
11404,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,Lichttherapie,Quarzlampendruckbestrahlung mehrerer Felder,1900-01-01,9999-12-31,
21404,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,Lichttherapie,Quarzlampendruckbestrahlung mehrerer Felder,1900-01-01,9999-12-31,
61404,Heilmittel,Physiotherapie,Krankenhaus,,Lichttherapie,Quarzlampendruckbestrahlung mehrerer Felder,1900-01-01,9999-12-31,
81404,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Lichttherapie,Quarzlampendruckbestrahlung mehrerer Felder,1900-01-01,9999-12-31,
11501,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Warmpackung (einzelner oder mehrerer Körperteile): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
21501,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Warmpackung (einzelner oder mehrerer Körperteile): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
61501,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Warmpackung (einzelner oder mehrerer Körperteile): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
81501,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Wärme- und Kältetherapie,Warmpackung (einzelner oder mehrerer Körperteile): Einzelbehandlung,1900-01-01,9999-12-31,GKV-SV
