HPNR,Leistungstyp,Heilmittelbereich,Leistungserbringer,Grundlage,Leistungsart,Leistung,gültig ab,gültig bis,Eigentümer
80506,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, normal, EB",Krankengymnastische Behandlung mit Reizstrom,1900-01-01,9999-12-31,
10507,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, normal, EB",Gerätegestütze Krankengymnastik (KG-Gerät): Parallele Einzelbehandlung bis zu 3 Patienten,1900-01-01,9999-12-31,GKV-SV
20507,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, normal, EB",Gerätegestütze Krankengymnastik (KG-Gerät): Parallele Einzelbehandlung bis zu 3 Patienten,1900-01-01,9999-12-31,GKV-SV
60507,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, normal, EB",Gerätegestütze Krankengymnastik (KG-Gerät): Parallele Einzelbehandlung bis zu 3 Patienten,1900-01-01,9999-12-31,GKV-SV
80507,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, normal, EB",Gerätegestütze Krankengymnastik (KG-Gerät): Parallele Einzelbehandlung bis zu 3 Patienten,1900-01-01,9999-12-31,GKV-SV
10521,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, normal, EB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Einzelbehandlung als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
20521,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, normal, EB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Einzelbehandlung als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
60521,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, normal, EB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Einzelbehandlung als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
80521,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, normal, EB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Einzelbehandlung als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
10601,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, normal, GB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Gruppenbehandlung (2 - 5 Patienten),1900-01-01,9999-12-31,GKV-SV
20601,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, normal, GB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Gruppenbehandlung (2 - 5 Patienten),1900-01-01,9999-12-31,GKV-SV
60601,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, normal, GB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Gruppenbehandlung (2 - 5 Patienten),1900-01-01,9999-12-31,GKV-SV
80601,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, normal, GB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Gruppenbehandlung (2 - 5 Patienten),1900-01-01,9999-12-31,GKV-SV
10602,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, normal, GB",KG auf neurphysiol. Grundlage,1900-01-01,9999-12-31,
20602,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, normal, GB",KG auf neurphysiol. Grundlage,1900-01-01,9999-12-31,
60602,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, normal, GB",KG auf neurphysiol. Grundlage,1900-01-01,9999-12-31,
80602,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, normal, GB",KG auf neurphysiol. Grundlage,1900-01-01,9999-12-31,
10603,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, normal, GB","KG Gruppe, 3-5 Pers.",1900-01-01,9999-12-31,
20603,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, normal, GB","KG Gruppe, 3-5 Pers.",1900-01-01,9999-12-31,
60603,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, normal, GB","KG Gruppe, 3-5 Pers.",1900-01-01,9999-12-31,
80603,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, normal, GB","KG Gruppe, 3-5 Pers.",1900-01-01,9999-12-31,
10604,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, normal, GB",4 KG bis 4 Pers.,1900-01-01,9999-12-31,
20604,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, normal, GB",5 KG bis 4 Pers.,1900-01-01,9999-12-31,
60604,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, normal, GB",6 KG bis 4 Pers.,1900-01-01,9999-12-31,
80604,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, normal, GB",7 KG bis 4 Pers.,1900-01-01,9999-12-31,
10605,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, normal, GB",KG bis 6 Pers.,1900-01-01,9999-12-31,
20605,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, normal, GB",KG bis 6 Pers.,1900-01-01,9999-12-31,
60605,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, normal, GB",KG bis 6 Pers.,1900-01-01,9999-12-31,
80605,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, normal, GB",KG bis 6 Pers.,1900-01-01,9999-12-31,
10606,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, normal, GB","KG, auch orthopädisches Turnen",1900-01-01,9999-12-31,
20606,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, normal, GB","KG, auch orthopädisches Turnen",1900-01-01,9999-12-31,
60606,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, normal, GB","KG, auch orthopädisches Turnen",1900-01-01,9999-12-31,
80606,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, normal, GB","KG, auch orthopädisches Turnen",1900-01-01,9999-12-31,
10607,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, normal, GB",Krankengymnastik (Kinder),1900-01-01,9999-12-31,
20607,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, normal, GB",Krankengymnastik (Kinder),1900-01-01,9999-12-31,
60607,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, normal, GB",Krankengymnastik (Kinder),1900-01-01,9999-12-31,
80607,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, normal, GB",Krankengymnastik (Kinder),1900-01-01,9999-12-31,
10621,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, normal, GB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Gruppenbehandlung (2 - 5 Patienten) als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
20621,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, normal, GB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Gruppenbehandlung (2 - 5 Patienten) als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
60621,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, normal, GB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Gruppenbehandlung (2 - 5 Patienten) als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
80621,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, normal, GB",Allgemeine Krankengymnastik (KG) (auch auf neurophysiologischer Grundlage): Gruppenbehandlung (2 - 5 Patienten) als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
10701,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, spezial, EB","KG auf neurophysiol. Grdl., auch Athemth. bei cystischer Fibrose (Mucoviscidose)",1900-01-01,9999-12-31,
20701,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, spezial, EB","KG auf neurophysiol. Grdl., auch Athemth. bei cystischer Fibrose (Mucoviscidose)",1900-01-01,9999-12-31,
60701,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, spezial, EB","KG auf neurophysiol. Grdl., auch Athemth. bei cystischer Fibrose (Mucoviscidose)",1900-01-01,9999-12-31,
80701,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, spezial, EB","KG auf neurophysiol. Grdl., auch Athemth. bei cystischer Fibrose (Mucoviscidose)",1900-01-01,9999-12-31,
10702,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB","Krankengymnastik zur Behandlung schwerer Erkrankungen der Atmungsorgane (insbesondere bei
Mukoviszidose oder bei Lungenerkrankungen, die der Mukoviszidose vergleichbare pulmonale Schädigungen aufweisen) - KG-Muko: Einzelbehandlung",1900-01-01,9999-12-31,GKV-SV
20702,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB","Krankengymnastik zur Behandlung schwerer Erkrankungen der Atmungsorgane (insbesondere bei
Mukoviszidose oder bei Lungenerkrankungen, die der Mukoviszidose vergleichbare pulmonale Schädigungen aufweisen) - KG-Muko: Einzelbehandlung",1900-01-01,9999-12-31,GKV-SV
60702,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB","Krankengymnastik zur Behandlung schwerer Erkrankungen der Atmungsorgane (insbesondere bei
Mukoviszidose oder bei Lungenerkrankungen, die der Mukoviszidose vergleichbare pulmonale Schädigungen aufweisen) - KG-Muko: Einzelbehandlung",1900-01-01,9999-12-31,GKV-SV
80702,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB","Krankengymnastik zur Behandlung schwerer Erkrankungen der Atmungsorgane (insbesondere bei
Mukoviszidose oder bei Lungenerkrankungen, die der Mukoviszidose vergleichbare pulmonale Schädigungen aufweisen) - KG-Muko: Einzelbehandlung",1900-01-01,9999-12-31,GKV-SV
10703,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, spezial, EB",KG bei zentralen Bewegungsstörungen (Kinderbehandlung),1900-01-01,9999-12-31,
20703,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, spezial, EB",KG bei zentralen Bewegungsstörungen (Kinderbehandlung),1900-01-01,9999-12-31,
60703,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, spezial, EB",KG bei zentralen Bewegungsstörungen (Kinderbehandlung),1900-01-01,9999-12-31,
80703,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, spezial, EB",KG bei zentralen Bewegungsstörungen (Kinderbehandlung),1900-01-01,9999-12-31,
10704,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, spezial, EB",KG bei zentralen Bewegungsstörungen (Erwachsenenhandlung),1900-01-01,9999-12-31,
20704,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, spezial, EB",KG bei zentralen Bewegungsstörungen (Erwachsenenhandlung),1900-01-01,9999-12-31,
60704,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, spezial, EB",KG bei zentralen Bewegungsstörungen (Erwachsenenhandlung),1900-01-01,9999-12-31,
80704,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, spezial, EB",KG bei zentralen Bewegungsstörungen (Erwachsenenhandlung),1900-01-01,9999-12-31,
10705,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, spezial, EB",Systematische sensomotorische Entwicklungsu. Übungsbehandlung,1900-01-01,9999-12-31,
20705,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, spezial, EB",Systematische sensomotorische Entwicklungsu. Übungsbehandlung,1900-01-01,9999-12-31,
60705,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, spezial, EB",Systematische sensomotorische Entwicklungsu. Übungsbehandlung,1900-01-01,9999-12-31,
80705,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, spezial, EB",Systematische sensomotorische Entwicklungsu. Übungsbehandlung,1900-01-01,9999-12-31,
10706,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, spezial, EB",Systematische sensomotorische Behandlung,1900-01-01,9999-12-31,
20706,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, spezial, EB",Systematische sensomotorische Behandlung,1900-01-01,9999-12-31,
60706,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, spezial, EB",Systematische sensomotorische Behandlung,1900-01-01,9999-12-31,
80706,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, spezial, EB",Systematische sensomotorische Behandlung,1900-01-01,9999-12-31,
10707,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister",,"Krankengymnastik, spezial, EB",Funktionelle Entwicklungstherapie,1900-01-01,9999-12-31,
20707,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut,,"Krankengymnastik, spezial, EB",Funktionelle Entwicklungstherapie,1900-01-01,9999-12-31,
60707,Heilmittel,Physiotherapie,Krankenhaus,,"Krankengymnastik, spezial, EB",Funktionelle Entwicklungstherapie,1900-01-01,9999-12-31,
80707,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,"Krankengymnastik, spezial, EB",Funktionelle Entwicklungstherapie,1900-01-01,9999-12-31,
10708,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen bis zur Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS-Kinder nach Bobath),1900-01-01,9999-12-31,GKV-SV
20708,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen bis zur Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS-Kinder nach Bobath),1900-01-01,9999-12-31,GKV-SV
60708,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen bis zur Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS-Kinder nach Bobath),1900-01-01,9999-12-31,GKV-SV
80708,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen bis zur Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS-Kinder nach Bobath),1900-01-01,9999-12-31,GKV-SV
10709,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen bis zur Vollendung des 18. Lebensjahres nach Vojta als Einzelbehandlung (KGZNS-Kinder nach Vojta),1900-01-01,9999-12-31,GKV-SV
20709,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen bis zur Vollendung des 18. Lebensjahres nach Vojta als Einzelbehandlung (KGZNS-Kinder nach Vojta),1900-01-01,9999-12-31,GKV-SV
60709,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen bis zur Vollendung des 18. Lebensjahres nach Vojta als Einzelbehandlung (KGZNS-Kinder nach Vojta),1900-01-01,9999-12-31,GKV-SV
80709,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen bis zur Vollendung des 18. Lebensjahres nach Vojta als Einzelbehandlung (KGZNS-Kinder nach Vojta),1900-01-01,9999-12-31,GKV-SV
10710,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS nach Bobath),1900-01-01,9999-12-31,GKV-SV
20710,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS nach Bobath),1900-01-01,9999-12-31,GKV-SV
60710,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS nach Bobath),1900-01-01,9999-12-31,GKV-SV
80710,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS nach Bobath),1900-01-01,9999-12-31,GKV-SV
10711,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Vojta als Einzelbehandlung (KGZNS nach Vojta),1900-01-01,9999-12-31,GKV-SV
20711,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Vojta als Einzelbehandlung (KGZNS nach Vojta),1900-01-01,9999-12-31,GKV-SV
60711,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Vojta als Einzelbehandlung (KGZNS nach Vojta),1900-01-01,9999-12-31,GKV-SV
80711,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Vojta als Einzelbehandlung (KGZNS nach Vojta),1900-01-01,9999-12-31,GKV-SV
10712,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach PNF als Einzelbehandlung (KG-ZNS PNF),1900-01-01,9999-12-31,GKV-SV
20712,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach PNF als Einzelbehandlung (KG-ZNS PNF),1900-01-01,9999-12-31,GKV-SV
60712,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach PNF als Einzelbehandlung (KG-ZNS PNF),1900-01-01,9999-12-31,GKV-SV
80712,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach PNF als Einzelbehandlung (KG-ZNS PNF),1900-01-01,9999-12-31,GKV-SV
10720,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS nach Bobath) als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
20720,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS nach Bobath) als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
60720,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS nach Bobath) als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
80720,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,"Krankengymnastik, spezial, EB",Krankengymnastik zur Behandlung von zentralen Bewegungsstörungen nach Vollendung des 18. Lebensjahres nach Bobath als Einzelbehandlung (KGZNS nach Bobath) als telemedizinische Leistung,1900-01-01,9999-12-31,GKV-SV
